,season,md,home_team,away_team,home_goals,away_goals,year
12190,2003/2004,1,Hamburger SV,Hannover 96,0,3,2004
12191,2003/2004,2,SC Freiburg,Hansa Rostock,2,2,2004
12192,2003/2004,2,VfB Stuttgart,Hertha BSC,0,0,2004
12193,2003/2004,2,Eintracht Frankfurt,Bayer 04 Leverkusen,1,2,2004
12194,2003/2004,2,VfL Bochum,Hamburger SV,1,1,2004
12195,2003/2004,2,Borussia Dortmund,VfL Wolfsburg,4,0,2004
12196,2003/2004,2,1. FC Cologne,1. FC Kaiserslautern,1,2,2004
12197,2003/2004,2,Werder Bremen,Borussia Monchengladbach,1,1,2004
12198,2003/2004,2,Hannover 96,Bayern München,3,3,2004
12199,2003/2004,2,TSV 1860 Munich,FC Schalke 04,1,1,2004
12200,2003/2004,3,Borussia Dortmund,TSV 1860 Munich,3,1,2004
12201,2003/2004,3,VfL Wolfsburg,Hamburger SV,5,1,2004
12202,2003/2004,3,Bayern München,VfL Bochum,2,0,2004
12203,2003/2004,3,Bayer 04 Leverkusen,Hannover 96,4,0,2004
12204,2003/2004,3,Hansa Rostock,Eintracht Frankfurt,3,0,2004
12205,2003/2004,3,FC Schalke 04,1. FC Cologne,2,1,2004
12206,2003/2004,3,Hertha BSC,SC Freiburg,0,0,2004
12207,2003/2004,3,Borussia Monchengladbach,VfB Stuttgart,0,1,2004
12208,2003/2004,3,1. FC Kaiserslautern,Werder Bremen,0,1,2004
12209,2003/2004,4,VfL Bochum,Bayer 04 Leverkusen,1,0,2004
12210,2003/2004,4,TSV 1860 Munich,VfL Wolfsburg,1,0,2004
12211,2003/2004,4,1. FC Cologne,Borussia Dortmund,1,0,2004
12212,2003/2004,4,Werder Bremen,FC Schalke 04,4,1,2004
12213,2003/2004,4,VfB Stuttgart,1. FC Kaiserslautern,2,0,2004
12214,2003/2004,4,SC Freiburg,Borussia Monchengladbach,4,1,2004
12215,2003/2004,4,Eintracht Frankfurt,Hertha BSC,0,0,2004
12216,2003/2004,4,Hannover 96,Hansa Rostock,3,3,2004
12217,2003/2004,4,Hamburger SV,Bayern München,0,2,2004
12218,2003/2004,5,Borussia Monchengladbach,Eintracht Frankfurt,0,2,2004
12219,2003/2004,5,Hertha BSC,Hannover 96,2,3,2004
12220,2003/2004,5,1. FC Kaiserslautern,SC Freiburg,2,2,2004
12221,2003/2004,5,Bayer 04 Leverkusen,Hamburger SV,1,0,2004
12222,2003/2004,5,TSV 1860 Munich,1. FC Cologne,2,1,2004
12223,2003/2004,5,Borussia Dortmund,Werder Bremen,2,1,2004
12224,2003/2004,5,FC Schalke 04,VfB Stuttgart,0,0,2004
12225,2003/2004,5,VfL Wolfsburg,Bayern München,3,2,2004
12226,2003/2004,5,Hansa Rostock,VfL Bochum,0,2,2004
12227,2003/2004,6,Hamburger SV,Hansa Rostock,2,1,2004
12228,2003/2004,6,SC Freiburg,FC Schalke 04,2,1,2004
12229,2003/2004,6,Hannover 96,Borussia Monchengladbach,2,0,2004
12230,2003/2004,6,Eintracht Frankfurt,1. FC Kaiserslautern,1,3,2004
12231,2003/2004,6,Bayern München,Bayer 04 Leverkusen,3,3,2004
12232,2003/2004,6,VfL Bochum,Hertha BSC,2,2,2004
12233,2003/2004,6,Werder Bremen,TSV 1860 Munich,2,1,2004
12234,2003/2004,6,VfB Stuttgart,Borussia Dortmund,1,0,2004
12235,2003/2004,6,1. FC Cologne,VfL Wolfsburg,2,3,2004
12236,2003/2004,7,VfL Wolfsburg,Bayer 04 Leverkusen,0,1,2004
12237,2003/2004,7,FC Schalke 04,Eintracht Frankfurt,1,1,2004
12238,2003/2004,7,Hertha BSC,Hamburger SV,1,1,2004
12239,2003/2004,7,Borussia Dortmund,SC Freiburg,1,0,2004
12240,2003/2004,7,TSV 1860 Munich,VfB Stuttgart,0,3,2004
12241,2003/2004,7,1. FC Cologne,Werder Bremen,1,4,2004
12242,2003/2004,7,Hansa Rostock,Bayern München,1,2,2004
12243,2003/2004,7,1. FC Kaiserslautern,Hannover 96,1,0,2004
12244,2003/2004,7,Borussia Monchengladbach,VfL Bochum,2,2,2004
12245,2003/2004,8,SC Freiburg,TSV 1860 Munich,1,0,2004
12246,2003/2004,8,Hamburger SV,Borussia Monchengladbach,2,1,2004
12247,2003/2004,8,VfL Bochum,1. FC Kaiserslautern,4,0,2004
12248,2003/2004,8,Werder Bremen,VfL Wolfsburg,5,3,2004
12249,2003/2004,8,Bayer 04 Leverkusen,Hansa Rostock,3,0,2004
12250,2003/2004,8,Eintracht Frankfurt,Borussia Dortmund,0,1,2004
12251,2003/2004,8,VfB Stuttgart,1. FC Cologne,0,0,2004
12252,2003/2004,8,Bayern München,Hertha BSC,4,1,2004
12253,2003/2004,8,Hannover 96,FC Schalke 04,1,2,2004
12254,2003/2004,9,FC Schalke 04,VfL Bochum,0,2,2004
12255,2003/2004,9,1. FC Kaiserslautern,Hamburger SV,4,0,2004
12256,2003/2004,9,Borussia Monchengladbach,Bayern München,0,0,2004
12257,2003/2004,9,Hertha BSC,Bayer 04 Leverkusen,1,4,2004
12258,2003/2004,9,1. FC Cologne,SC Freiburg,1,0,2004
12259,2003/2004,9,TSV 1860 Munich,Eintracht Frankfurt,1,0,2004
12260,2003/2004,9,Borussia Dortmund,Hannover 96,6,2,2004
12261,2003/2004,9,Werder Bremen,VfB Stuttgart,1,3,2004
12262,2003/2004,9,VfL Wolfsburg,Hansa Rostock,3,1,2004
12263,2003/2004,10,Hamburger SV,FC Schalke 04,2,2,2004
12264,2003/2004,10,Hannover 96,TSV 1860 Munich,1,1,2004
12265,2003/2004,10,Eintracht Frankfurt,1. FC Cologne,2,0,2004
12266,2003/2004,10,SC Freiburg,Werder Bremen,2,4,2004
12267,2003/2004,10,Bayer 04 Leverkusen,Borussia Monchengladbach,1,0,2004
12268,2003/2004,10,VfB Stuttgart,VfL Wolfsburg,1,0,2004
12269,2003/2004,10,Hansa Rostock,Hertha BSC,0,1,2004
12270,2003/2004,10,Bayern München,1. FC Kaiserslautern,4,1,2004
12271,2003/2004,10,VfL Bochum,Borussia Dortmund,3,0,2004
12272,2003/2004,11,VfL Wolfsburg,Hertha BSC,3,0,2004
12273,2003/2004,11,1. FC Kaiserslautern,Bayer 04 Leverkusen,0,0,2004
12274,2003/2004,11,FC Schalke 04,Bayern München,2,0,2004
12275,2003/2004,11,TSV 1860 Munich,VfL Bochum,3,1,2004
12276,2003/2004,11,1. FC Cologne,Hannover 96,1,2,2004
12277,2003/2004,11,Werder Bremen,Eintracht Frankfurt,3,1,2004
12278,2003/2004,11,VfB Stuttgart,SC Freiburg,4,1,2004
12279,2003/2004,11,Borussia Monchengladbach,Hansa Rostock,1,1,2004
12280,2003/2004,11,Borussia Dortmund,Hamburger SV,3,2,2004
12281,2003/2004,12,Eintracht Frankfurt,VfB Stuttgart,0,2,2004
12282,2003/2004,12,SC Freiburg,VfL Wolfsburg,3,2,2004
12283,2003/2004,12,Hertha BSC,Borussia Monchengladbach,2,1,2004
12284,2003/2004,12,Hansa Rostock,1. FC Kaiserslautern,4,0,2004
12285,2003/2004,12,Hamburger SV,TSV 1860 Munich,3,1,2004
12286,2003/2004,12,VfL Bochum,1. FC Cologne,4,0,2004
12287,2003/2004,12,Bayer 04 Leverkusen,FC Schalke 04,3,1,2004
12288,2003/2004,12,Bayern München,Borussia Dortmund,4,1,2004
12289,2003/2004,12,Hannover 96,Werder Bremen,1,5,2004
12290,2003/2004,13,VfL Wolfsburg,Borussia Monchengladbach,1,3,2004
12291,2003/2004,13,VfB Stuttgart,Hannover 96,3,1,2004
12292,2003/2004,13,Werder Bremen,VfL Bochum,3,1,2004
12293,2003/2004,13,1. FC Cologne,Hamburger SV,0,1,2004
12294,2003/2004,13,Borussia Dortmund,Bayer 04 Leverkusen,2,2,2004
12295,2003/2004,13,FC Schalke 04,Hansa Rostock,0,1,2004
12296,2003/2004,13,1. FC Kaiserslautern,Hertha BSC,4,2,2004
12297,2003/2004,13,SC Freiburg,Eintracht Frankfurt,1,0,2004
12298,2003/2004,13,TSV 1860 Munich,Bayern München,0,1,2004
12299,2003/2004,14,Eintracht Frankfurt,VfL Wolfsburg,3,2,2004
12300,2003/2004,14,Bayer 04 Leverkusen,TSV 1860 Munich,2,2,2004
12301,2003/2004,14,Bayern München,1. FC Cologne,2,2,2004
12302,2003/2004,14,Hamburger SV,Werder Bremen,1,1,2004
12303,2003/2004,14,VfL Bochum,VfB Stuttgart,0,0,2004
12304,2003/2004,14,Hertha BSC,FC Schalke 04,1,3,2004
12305,2003/2004,14,Hansa Rostock,Borussia Dortmund,2,1,2004
12306,2003/2004,14,Hannover 96,SC Freiburg,3,0,2004
12307,2003/2004,14,Borussia Monchengladbach,1. FC Kaiserslautern,2,1,2004
12308,2003/2004,15,1. FC Cologne,Bayer 04 Leverkusen,0,0,2004
12309,2003/2004,15,VfL Wolfsburg,1. FC Kaiserslautern,4,1,2004
12310,2003/2004,15,Eintracht Frankfurt,Hannover 96,2,2,2004
12311,2003/2004,15,SC Freiburg,VfL Bochum,4,2,2004
12312,2003/2004,15,VfB Stuttgart,Hamburger SV,0,0,2004
12313,2003/2004,15,Werder Bremen,Bayern München,1,1,2004
12314,2003/2004,15,TSV 1860 Munich,Hansa Rostock,1,4,2004
12315,2003/2004,15,Borussia Dortmund,Hertha BSC,1,1,2004
12316,2003/2004,15,FC Schalke 04,Borussia Monchengladbach,2,1,2004
12317,2003/2004,16,Hertha BSC,TSV 1860 Munich,1,1,2004
12318,2003/2004,16,Hansa Rostock,1. FC Cologne,1,1,2004
12319,2003/2004,16,Bayer 04 Leverkusen,Werder Bremen,1,3,2004
12320,2003/2004,16,Hamburger SV,SC Freiburg,4,1,2004
12321,2003/2004,16,VfL Bochum,Eintracht Frankfurt,1,0,2004
12322,2003/2004,16,VfL Wolfsburg,Hannover 96,2,1,2004
12323,2003/2004,16,1. FC Kaiserslautern,FC Schalke 04,0,2,2004
12324,2003/2004,16,Bayern München,VfB Stuttgart,1,0,2004
12325,2003/2004,16,Borussia Monchengladbach,Borussia Dortmund,2,1,2004
12326,2003/2004,17,Borussia Dortmund,1. FC Kaiserslautern,1,1,2004
12327,2003/2004,17,1. FC Cologne,Hertha BSC,3,0,2004
12328,2003/2004,17,TSV 1860 Munich,Borussia Monchengladbach,1,2,2004
12329,2003/2004,17,VfB Stuttgart,Bayer 04 Leverkusen,2,3,2004
12330,2003/2004,17,Hannover 96,VfL Bochum,2,2,2004
12331,2003/2004,17,Werder Bremen,Hansa Rostock,3,0,2004
12332,2003/2004,17,SC Freiburg,Bayern München,0,6,2004
12333,2003/2004,17,Eintracht Frankfurt,Hamburger SV,2,3,2004
12334,2003/2004,17,FC Schalke 04,VfL Wolfsburg,1,1,2004
12335,2003/2004,18,Hannover 96,Hamburger SV,3,2,2004
12336,2003/2004,18,SC Freiburg,Bayer 04 Leverkusen,1,0,2004
12337,2003/2004,18,1. FC Cologne,Borussia Monchengladbach,1,0,2004
12338,2003/2004,18,Werder Bremen,Hertha BSC,4,0,2004
12339,2003/2004,18,TSV 1860 Munich,1. FC Kaiserslautern,2,1,2004
12340,2003/2004,18,VfB Stuttgart,Hansa Rostock,2,0,2004
12341,2003/2004,18,Eintracht Frankfurt,Bayern München,1,1,2004
12342,2003/2004,18,VfL Bochum,VfL Wolfsburg,1,0,2004
12343,2003/2004,18,Borussia Dortmund,FC Schalke 04,0,1,2004
12344,2003/2004,19,Bayer 04 Leverkusen,Eintracht Frankfurt,1,2,2004
12345,2003/2004,19,Bayern München,Hannover 96,3,1,2004
12346,2003/2004,19,Hamburger SV,VfL Bochum,1,1,2004
12347,2003/2004,19,VfL Wolfsburg,Borussia Dortmund,2,4,2004
12348,2003/2004,19,FC Schalke 04,TSV 1860 Munich,0,0,2004
12349,2003/2004,19,1. FC Kaiserslautern,1. FC Cologne,1,0,2004
12350,2003/2004,19,Borussia Monchengladbach,Werder Bremen,1,2,2004
12351,2003/2004,19,Hansa Rostock,SC Freiburg,4,1,2004
12352,2003/2004,19,Hertha BSC,VfB Stuttgart,1,0,2004
12353,2003/2004,20,TSV 1860 Munich,Borussia Dortmund,0,2,2004
12354,2003/2004,20,1. FC Cologne,FC Schalke 04,0,2,2004
12355,2003/2004,20,VfL Bochum,Bayern München,1,0,2004
12356,2003/2004,20,Hannover 96,Bayer 04 Leverkusen,2,2,2004
12357,2003/2004,20,Eintracht Frankfurt,Hansa Rostock,1,1,2004
12358,2003/2004,20,SC Freiburg,Hertha BSC,2,3,2004
12359,2003/2004,20,VfB Stuttgart,Borussia Monchengladbach,1,1,2004
12360,2003/2004,20,Hamburger SV,VfL Wolfsburg,2,0,2004
12361,2003/2004,20,Werder Bremen,1. FC Kaiserslautern,1,0,2004
12362,2003/2004,21,1. FC Kaiserslautern,VfB Stuttgart,1,0,2004
12363,2003/2004,21,FC Schalke 04,Werder Bremen,0,0,2004
12364,2003/2004,21,VfL Wolfsburg,TSV 1860 Munich,3,1,2004
12365,2003/2004,21,Bayern München,Hamburger SV,1,0,2004
12366,2003/2004,21,Bayer 04 Leverkusen,VfL Bochum,1,3,2004
12367,2003/2004,21,Hertha BSC,Eintracht Frankfurt,1,2,2004
12368,2003/2004,21,Borussia Dortmund,1. FC Cologne,1,0,2004
12369,2003/2004,21,Hansa Rostock,Hannover 96,3,1,2004
12370,2003/2004,21,Borussia Monchengladbach,SC Freiburg,2,2,2004
12371,2003/2004,22,Bayern München,VfL Wolfsburg,2,0,2004
12372,2003/2004,22,Eintracht Frankfurt,Borussia Monchengladbach,3,1,2004
12373,2003/2004,22,VfL Bochum,Hansa Rostock,0,0,2004
12374,2003/2004,22,Hamburger SV,Bayer 04 Leverkusen,3,1,2004
12375,2003/2004,22,1. FC Cologne,TSV 1860 Munich,1,3,2004
12376,2003/2004,22,Werder Bremen,Borussia Dortmund,2,0,2004
12377,2003/2004,22,VfB Stuttgart,FC Schalke 04,0,0,2004
12378,2003/2004,22,SC Freiburg,1. FC Kaiserslautern,1,0,2004
12379,2003/2004,22,Hannover 96,Hertha BSC,1,3,2004
12380,2003/2004,23,Borussia Monchengladbach,Hannover 96,1,0,2004
12381,2003/2004,23,Bayer 04 Leverkusen,Bayern München,1,3,2004
12382,2003/2004,23,VfL Wolfsburg,1. FC Cologne,2,0,2004
12383,2003/2004,23,TSV 1860 Munich,Werder Bremen,0,2,2004
12384,2003/2004,23,Hertha BSC,VfL Bochum,1,1,2004
12385,2003/2004,23,Hansa Rostock,Hamburger SV,3,0,2004
12386,2003/2004,23,Borussia Dortmund,VfB Stuttgart,0,2,2004
12387,2003/2004,23,FC Schalke 04,SC Freiburg,3,0,2004
12388,2003/2004,23,1. FC Kaiserslautern,Eintracht Frankfurt,1,0,2004
12389,2003/2004,24,Werder Bremen,1. FC Cologne,3,2,2004
12390,2003/2004,24,SC Freiburg,Borussia Dortmund,2,2,2004
12391,2003/2004,24,Bayer 04 Leverkusen,VfL Wolfsburg,4,2,2004
12392,2003/2004,24,VfL Bochum,Borussia Monchengladbach,1,0,2004
12393,2003/2004,24,VfB Stuttgart,TSV 1860 Munich,2,0,2004
12394,2003/2004,24,Hamburger SV,Hertha BSC,2,0,2004
12395,2003/2004,24,Hannover 96,1. FC Kaiserslautern,0,1,2004
12396,2003/2004,24,Bayern München,Hansa Rostock,3,3,2004
12397,2003/2004,24,Eintracht Frankfurt,FC Schalke 04,3,0,2004
12398,2003/2004,25,FC Schalke 04,Hannover 96,2,2,2004
12399,2003/2004,25,1. FC Cologne,VfB Stuttgart,2,2,2004
12400,2003/2004,25,VfL Wolfsburg,Werder Bremen,0,2,2004
12401,2003/2004,25,TSV 1860 Munich,SC Freiburg,1,1,2004
12402,2003/2004,25,1. FC Kaiserslautern,VfL Bochum,2,2,2004
12403,2003/2004,25,Borussia Monchengladbach,Hamburger SV,3,0,2004
12404,2003/2004,25,Hertha BSC,Bayern München,1,1,2004
12405,2003/2004,25,Hansa Rostock,Bayer 04 Leverkusen,0,2,2004
12406,2003/2004,25,Borussia Dortmund,Eintracht Frankfurt,2,0,2004
12407,2003/2004,26,VfB Stuttgart,Werder Bremen,4,4,2004
12408,2003/2004,26,Bayern München,Borussia Monchengladbach,5,2,2004
12409,2003/2004,26,Bayer 04 Leverkusen,Hertha BSC,4,1,2004
12410,2003/2004,26,SC Freiburg,1. FC Cologne,3,0,2004
12411,2003/2004,26,Eintracht Frankfurt,TSV 1860 Munich,0,3,2004
12412,2003/2004,26,Hannover 96,Borussia Dortmund,1,1,2004
12413,2003/2004,26,VfL Bochum,FC Schalke 04,1,2,2004
12414,2003/2004,26,Hansa Rostock,VfL Wolfsburg,3,1,2004
12415,2003/2004,26,Hamburger SV,1. FC Kaiserslautern,3,2,2004
12416,2003/2004,27,VfL Wolfsburg,VfB Stuttgart,1,5,2004
12417,2003/2004,27,TSV 1860 Munich,Hannover 96,0,2,2004
12418,2003/2004,27,1. FC Cologne,Eintracht Frankfurt,2,0,2004
12419,2003/2004,27,Hertha BSC,Hansa Rostock,1,1,2004
12420,2003/2004,27,Borussia Monchengladbach,Bayer 04 Leverkusen,0,0,2004
12421,2003/2004,27,1. FC Kaiserslautern,Bayern München,0,2,2004
12422,2003/2004,27,FC Schalke 04,Hamburger SV,4,1,2004
12423,2003/2004,27,Werder Bremen,SC Freiburg,1,1,2004
12424,2003/2004,27,Borussia Dortmund,VfL Bochum,4,1,2004
12425,2003/2004,28,Hannover 96,1. FC Cologne,1,0,2004
12426,2003/2004,28,SC Freiburg,VfB Stuttgart,0,1,2004
12427,2003/2004,28,Hamburger SV,Borussia Dortmund,0,2,2004
12428,2003/2004,28,VfL Bochum,TSV 1860 Munich,4,0,2004
12429,2003/2004,28,Bayern München,FC Schalke 04,2,1,2004
12430,2003/2004,28,Hansa Rostock,Borussia Monchengladbach,1,2,2004
12431,2003/2004,28,Bayer 04 Leverkusen,1. FC Kaiserslautern,6,0,2004
12432,2003/2004,28,Hertha BSC,VfL Wolfsburg,1,0,2004
12433,2003/2004,28,Eintracht Frankfurt,Werder Bremen,0,1,2004
12434,2003/2004,29,Borussia Monchengladbach,Hertha BSC,1,1,2004
12435,2003/2004,29,1. FC Cologne,VfL Bochum,1,2,2004
12436,2003/2004,29,Werder Bremen,Hannover 96,0,0,2004
12437,2003/2004,29,TSV 1860 Munich,Hamburger SV,1,2,2004
12438,2003/2004,29,Borussia Dortmund,Bayern München,2,0,2004
12439,2003/2004,29,FC Schalke 04,Bayer 04 Leverkusen,2,3,2004
12440,2003/2004,29,1. FC Kaiserslautern,Hansa Rostock,3,2,2004
12441,2003/2004,29,VfL Wolfsburg,SC Freiburg,4,0,2004
12442,2003/2004,29,VfB Stuttgart,Eintracht Frankfurt,3,1,2004
12443,2003/2004,30,Hannover 96,VfB Stuttgart,0,1,2004
12444,2003/2004,30,Bayern München,TSV 1860 Munich,1,0,2004
12445,2003/2004,30,VfL Bochum,Werder Bremen,0,0,2004
12446,2003/2004,30,Hansa Rostock,FC Schalke 04,3,1,2004
12447,2003/2004,30,Bayer 04 Leverkusen,Borussia Dortmund,3,0,2004
12448,2003/2004,30,Hamburger SV,1. FC Cologne,4,2,2004
12449,2003/2004,30,Eintracht Frankfurt,SC Freiburg,3,0,2004
12450,2003/2004,30,Borussia Monchengladbach,VfL Wolfsburg,0,2,2004
12451,2003/2004,30,Hertha BSC,1. FC Kaiserslautern,3,0,2004
12452,2003/2004,31,SC Freiburg,Hannover 96,4,1,2004
12453,2003/2004,31,VfL Wolfsburg,Eintracht Frankfurt,1,0,2004
12454,2003/2004,31,FC Schalke 04,Hertha BSC,3,0,2004
12455,2003/2004,31,Werder Bremen,Hamburger SV,6,0,2004
12456,2003/2004,31,1. FC Cologne,Bayern München,1,2,2004
12457,2003/2004,31,TSV 1860 Munich,Bayer 04 Leverkusen,1,1,2004
12458,2003/2004,31,Borussia Dortmund,Hansa Rostock,4,1,2004
12459,2003/2004,31,1. FC Kaiserslautern,Borussia Monchengladbach,2,2,2004
12460,2003/2004,31,VfB Stuttgart,VfL Bochum,1,1,2004
12461,2003/2004,32,Bayern München,Werder Bremen,1,3,2004
12462,2003/2004,32,1. FC Kaiserslautern,VfL Wolfsburg,3,2,2004
12463,2003/2004,32,Hannover 96,Eintracht Frankfurt,3,0,2004
12464,2003/2004,32,Hamburger SV,VfB Stuttgart,2,1,2004
12465,2003/2004,32,Hertha BSC,Borussia Dortmund,6,2,2004
12466,2003/2004,32,Hansa Rostock,TSV 1860 Munich,3,0,2004
12467,2003/2004,32,Borussia Monchengladbach,FC Schalke 04,2,0,2004
12468,2003/2004,32,VfL Bochum,SC Freiburg,3,0,2004
12469,2003/2004,32,Bayer 04 Leverkusen,1. FC Cologne,2,0,2004
12470,2003/2004,33,Hannover 96,VfL Wolfsburg,0,0,2004
12471,2003/2004,33,FC Schalke 04,1. FC Kaiserslautern,4,1,2004
12472,2003/2004,33,Borussia Dortmund,Borussia Monchengladbach,3,1,2004
12473,2003/2004,33,TSV 1860 Munich,Hertha BSC,1,1,2004
12474,2003/2004,33,1. FC Cologne,Hansa Rostock,4,0,2004
12475,2003/2004,33,Werder Bremen,Bayer 04 Leverkusen,2,6,2004
12476,2003/2004,33,VfB Stuttgart,Bayern München,3,1,2004
12477,2003/2004,33,SC Freiburg,Hamburger SV,0,0,2004
12478,2003/2004,33,Eintracht Frankfurt,VfL Bochum,3,2,2004
12479,2003/2004,34,Hertha BSC,1. FC Cologne,3,1,2004
12480,2003/2004,34,Borussia Monchengladbach,TSV 1860 Munich,3,1,2004
12481,2003/2004,34,Hansa Rostock,Werder Bremen,3,1,2004
12482,2003/2004,34,VfL Wolfsburg,FC Schalke 04,1,1,2004
12483,2003/2004,34,Bayern München,SC Freiburg,2,0,2004
12484,2003/2004,34,Hamburger SV,Eintracht Frankfurt,2,1,2004
12485,2003/2004,34,VfL Bochum,Hannover 96,3,1,2004
12486,2003/2004,34,Bayer 04 Leverkusen,VfB Stuttgart,2,0,2004
12487,2003/2004,34,1. FC Kaiserslautern,Borussia Dortmund,1,1,2004
12488,2004/2005,1,Werder Bremen,FC Schalke 04,1,0,2005
12489,2004/2005,1,1. FC Kaiserslautern,1. FC Nürnberg,1,3,2005
12490,2004/2005,1,Arminia Bielefeld,Borussia Monchengladbach,0,0,2005
12491,2004/2005,1,Hamburger SV,Bayern München,0,2,2005
12492,2004/2005,1,VfB Stuttgart,1. FSV Mainz 05,4,2,2005
12493,2004/2005,1,Bayer 04 Leverkusen,Hannover 96,2,1,2005
12494,2004/2005,1,Borussia Dortmund,VfL Wolfsburg,1,2,2005
12495,2004/2005,1,SC Freiburg,Hansa Rostock,0,0,2005
12496,2004/2005,1,Hertha BSC,VfL Bochum,2,2,2005
12497,2004/2005,2,Bayern München,Hertha BSC,1,1,2005
12498,2004/2005,2,Hannover 96,Arminia Bielefeld,0,1,2005
12499,2004/2005,2,VfL Wolfsburg,SC Freiburg,0,1,2005
12500,2004/2005,2,VfL Bochum,Bayer 04 Leverkusen,2,2,2005
12501,2004/2005,2,1. FC Nürnberg,VfB Stuttgart,1,1,2005
12502,2004/2005,2,Hansa Rostock,Werder Bremen,0,4,2005
12503,2004/2005,2,Borussia Monchengladbach,Borussia Dortmund,2,3,2005
12504,2004/2005,2,1. FSV Mainz 05,Hamburger SV,2,1,2005
12505,2004/2005,2,FC Schalke 04,1. FC Kaiserslautern,2,1,2005
12506,2004/2005,3,FC Schalke 04,Hansa Rostock,0,2,2005
12507,2004/2005,3,Borussia Dortmund,Hannover 96,1,1,2005
12508,2004/2005,3,Hamburger SV,1. FC Nürnberg,4,3,2005
12509,2004/2005,3,Hertha BSC,1. FSV Mainz 05,1,1,2005
12510,2004/2005,3,Bayer 04 Leverkusen,Bayern München,4,1,2005
12511,2004/2005,3,Werder Bremen,VfL Wolfsburg,1,2,2005
12512,2004/2005,3,Arminia Bielefeld,VfL Bochum,1,2,2005
12513,2004/2005,3,SC Freiburg,Borussia Monchengladbach,1,1,2005
12514,2004/2005,3,1. FC Kaiserslautern,VfB Stuttgart,2,3,2005
12515,2004/2005,4,1. FC Nürnberg,Hertha BSC,0,0,2005
12516,2004/2005,4,VfB Stuttgart,Hamburger SV,2,0,2005
12517,2004/2005,4,VfL Wolfsburg,FC Schalke 04,3,0,2005
12518,2004/2005,4,Borussia Monchengladbach,Werder Bremen,3,1,2005
12519,2004/2005,4,VfL Bochum,Borussia Dortmund,2,2,2005
12520,2004/2005,4,Bayern München,Arminia Bielefeld,1,0,2005
12521,2004/2005,4,1. FSV Mainz 05,Bayer 04 Leverkusen,2,0,2005
12522,2004/2005,4,Hansa Rostock,1. FC Kaiserslautern,2,3,2005
12523,2004/2005,4,Hannover 96,SC Freiburg,2,2,2005
12524,2004/2005,5,Hertha BSC,VfB Stuttgart,0,0,2005
12525,2004/2005,5,Borussia Dortmund,Bayern München,2,2,2005
12526,2004/2005,5,SC Freiburg,VfL Bochum,1,1,2005
12527,2004/2005,5,Bayer 04 Leverkusen,1. FC Nürnberg,2,2,2005
12528,2004/2005,5,Hansa Rostock,VfL Wolfsburg,1,2,2005
12529,2004/2005,5,FC Schalke 04,Borussia Monchengladbach,3,2,2005
12530,2004/2005,5,Werder Bremen,Hannover 96,3,0,2005
12531,2004/2005,5,1. FC Kaiserslautern,Hamburger SV,2,1,2005
12532,2004/2005,5,Arminia Bielefeld,1. FSV Mainz 05,1,1,2005
12533,2004/2005,6,Hamburger SV,Hertha BSC,2,1,2005
12534,2004/2005,6,VfL Bochum,Werder Bremen,1,4,2005
12535,2004/2005,6,Bayern München,SC Freiburg,3,1,2005
12536,2004/2005,6,1. FSV Mainz 05,Borussia Dortmund,1,1,2005
12537,2004/2005,6,VfB Stuttgart,Bayer 04 Leverkusen,3,0,2005
12538,2004/2005,6,1. FC Nürnberg,Arminia Bielefeld,1,2,2005
12539,2004/2005,6,Borussia Monchengladbach,Hansa Rostock,2,2,2005
12540,2004/2005,6,Hannover 96,FC Schalke 04,1,0,2005
12541,2004/2005,6,VfL Wolfsburg,1. FC Kaiserslautern,2,1,2005
12542,2004/2005,7,1. FC Kaiserslautern,Hertha BSC,0,2,2005
12543,2004/2005,7,FC Schalke 04,VfL Bochum,3,2,2005
12544,2004/2005,7,Arminia Bielefeld,VfB Stuttgart,0,2,2005
12545,2004/2005,7,Werder Bremen,Bayern München,1,2,2005
12546,2004/2005,7,Hansa Rostock,Hannover 96,1,3,2005
12547,2004/2005,7,VfL Wolfsburg,Borussia Monchengladbach,2,1,2005
12548,2004/2005,7,Bayer 04 Leverkusen,Hamburger SV,3,0,2005
12549,2004/2005,7,SC Freiburg,1. FSV Mainz 05,1,2,2005
12550,2004/2005,7,Borussia Dortmund,1. FC Nürnberg,2,2,2005
12551,2004/2005,8,VfL Bochum,Hansa Rostock,0,1,2005
12552,2004/2005,8,VfB Stuttgart,Borussia Dortmund,2,0,2005
12553,2004/2005,8,1. FC Nürnberg,SC Freiburg,3,0,2005
12554,2004/2005,8,Hannover 96,VfL Wolfsburg,3,0,2005
12555,2004/2005,8,Borussia Monchengladbach,1. FC Kaiserslautern,2,0,2005
12556,2004/2005,8,Bayern München,FC Schalke 04,0,1,2005
12557,2004/2005,8,Hertha BSC,Bayer 04 Leverkusen,3,1,2005
12558,2004/2005,8,Hamburger SV,Arminia Bielefeld,0,2,2005
12559,2004/2005,8,1. FSV Mainz 05,Werder Bremen,2,1,2005
12560,2004/2005,9,SC Freiburg,VfB Stuttgart,2,0,2005
12561,2004/2005,9,FC Schalke 04,1. FSV Mainz 05,2,1,2005
12562,2004/2005,9,1. FC Kaiserslautern,Bayer 04 Leverkusen,0,0,2005
12563,2004/2005,9,Borussia Dortmund,Hamburger SV,0,2,2005
